
28,-0.14357818064109873,0.20990279406868242,0.8007297864874803,-1.630624706063352,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.161048959142118,0.20098498542946988,0.8019917111213203,0.7574040105379283,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.161048959142118,0.20098498542946988,0.8019917111213203,0.7574040105379283,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15106335665229556,-0.0466367387070504,0.8224971511994172,-2.9719132615859123,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.15611493073384244,-0.054740433771753125,0.8339372769940986,0.7515201398808538,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14374655300282937,0.20990279406868242,0.8002978808657578,-1.6617422072950574,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.16054692439337823,0.20045041352971457,0.7997113683786088,0.7574040105379283,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.16054692439337823,0.20045041352971457,0.7997113683786088,0.7574040105379283,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.151088266030679,-0.0466367387070504,0.8243413803798657,-2.9719132615859123,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.15611493073384244,-0.054740433771753125,0.8334756075750425,0.7515201398808538,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14374655300282937,0.20990279406868242,0.7998179647897471,-1.9071202688740267,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.16054692439337823,0.20045041352971457,0.807532927920168,0.9498031173068039,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.16054692439337823,0.20045041352971457,0.807532927920168,0.9498031173068039,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
